,ELUC_net,ELUC_turnover,ELUC_harvest,ELUC_all
1951,-0.852082622,-0.2493858,-0.144397807,-1.245866229
1952,-1.052366208,-0.226322362,-0.155621094,-1.434309664
1953,-0.75506223,-0.296699411,-0.137919216,-1.189680857
1954,-1.103271133,-0.337374832,-0.164853428,-1.605499393
1955,-1.187778306,-0.296002301,-0.166192686,-1.649973293
1956,-1.191105295,-0.31327921,-0.17249045,-1.676874955
1957,-0.828086153,-0.356003464,-0.170208279,-1.354297896
1958,-0.918778431,-0.354675983,-0.188921451,-1.462375866
1959,-1.08207547,-0.341113366,-0.191063852,-1.614252687
1960,-1.174776467,-0.359060054,-0.198596452,-1.732432974
1961,-0.619117187,-0.476321604,-0.19926609,-1.294704881
1962,-0.820771471,-0.439043637,-0.21861511,-1.478430219
1963,-0.757761046,-0.444819957,-0.215382678,-1.417963681
1964,-0.687001494,-0.45834522,-0.223894565,-1.369241278
1965,-0.558646077,-0.408096535,-0.227083175,-1.193825788
1966,-0.633361379,-0.426890221,-0.23162819,-1.29187979
1967,-0.633457277,-0.414652853,-0.22059764,-1.268707771
1968,-0.969623831,-0.407291799,-0.225906608,-1.602822238
1969,-0.824591677,-0.375213846,-0.220916768,-1.420722291
1970,-0.811571652,-0.374290998,-0.220144236,-1.406006886
1971,-0.749351937,-0.409883225,-0.228447834,-1.387682995
1972,-0.764417197,-0.348400038,-0.22278549,-1.335602725
1973,-0.828956337,-0.364136991,-0.221711916,-1.414805244
1974,-1.030094756,-0.360309907,-0.22848206,-1.618886722
1975,-0.765276602,-0.374788778,-0.235076512,-1.375141892
1976,-1.219120025,-0.319249214,-0.239124452,-1.77749369
1977,-0.751796713,-0.338924593,-0.249512367,-1.340233673
1978,-1.034060353,-0.321099003,-0.261362719,-1.616522074
1979,-0.834228174,-0.323736431,-0.269004262,-1.426968868
1980,-0.823809288,-0.340784583,-0.295363022,-1.459956893
1981,-0.764675306,-0.305636181,-0.282304979,-1.352616466
1982,-1.175819976,-0.343789483,-0.283596791,-1.80320625
1983,-0.658944184,-0.341098149,-0.282022451,-1.282064784
1984,-1.296025709,-0.340269187,-0.287706035,-1.92400093
1985,-1.215145569,-0.313275586,-0.341245084,-1.869666239
1986,-1.048190527,-0.33116748,-0.361762344,-1.74112035
1987,-1.034952901,-0.369231594,-0.348413418,-1.752597912
1988,-0.78041408,-0.33053263,-0.354169043,-1.465115753
1989,-1.432065443,-0.323959988,-0.358189401,-2.114214831
1990,-1.265390513,-0.365101748,-0.363761618,-1.994253878
1991,-0.718809216,-0.36944745,-0.349391429,-1.437648095
1992,-1.018512034,-0.421808335,-0.366866913,-1.807187282
1993,-1.271019067,-0.33572444,-0.363774201,-1.970517708
1994,-0.672540742,-0.396993424,-0.347868796,-1.417402961
1995,-0.596918313,-0.37146897,-0.340012026,-1.308399308
1996,-1.135994959,-0.384311526,-0.351906535,-1.87221302
1997,-0.97640847,-0.352072025,-0.350999491,-1.679479986
1998,-0.755886327,-0.379052808,-0.326373156,-1.461312291
1999,-1.114731113,-0.337863065,-0.336871465,-1.789465643
2000,-1.105766442,-0.358092361,-0.369633207,-1.833492011
2001,-0.83505868,-0.32755756,-0.354450766,-1.517067006
2002,-0.535717915,-0.333557898,-0.341123013,-1.210398825
2003,-0.844736315,-0.31031689,-0.335230519,-1.490283724
2004,-0.968901672,-0.3143857,-0.33327443,-1.616561803
2005,-0.921364572,-0.323367953,-0.342861199,-1.587593725
